post_id,timestamp,hour,day_of_week,platform,post_type,views,likes,reposts
378,2024-01-16 01:39:00,1,Tuesday,TikTok,Text,8914,413,408
379,2024-01-01 14:36:00,14,Monday,TikTok,Video,5688,1235,470
380,2024-01-23 06:53:00,6,Tuesday,Instagram,Story,6204,1409,346
381,2024-01-03 21:02:00,21,Wednesday,TikTok,Text,5847,259,461
382,2024-01-11 13:22:00,13,Thursday,Telegram,Text,1823,455,60
383,2024-01-28 14:14:00,14,Sunday,VK,Story,7324,963,165
384,2024-01-05 21:59:00,21,Friday,VK,Image,2019,287,159
385,2024-01-06 13:07:00,13,Saturday,VK,Text,1018,121,150
386,2024-01-28 11:27:00,11,Sunday,Telegram,Image,4315,1996,110
387,2024-01-21 02:20:00,2,Sunday,Telegram,Image,681,1876,487
388,2024-01-26 20:33:00,20,Friday,Telegram,Text,3981,1506,36
389,2024-01-12 19:39:00,19,Friday,Telegram,Video,9978,755,2
390,2024-01-13 13:17:00,13,Saturday,Telegram,Image,4009,697,482
391,2024-01-19 05:38:00,5,Friday,TikTok,Text,2099,401,12
392,2024-01-15 16:16:00,16,Monday,Telegram,Image,500,978,161
393,2024-01-06 18:31:00,18,Saturday,Telegram,Story,3748,152,343
394,2024-01-12 22:54:00,22,Friday,Telegram,Video,5545,1065,448
395,2024-01-10 18:58:00,18,Wednesday,Telegram,Video,2728,190,331
396,2024-01-20 14:51:00,14,Saturday,VK,Story,1756,588,263
397,2024-01-27 08:25:00,8,Saturday,Telegram,Story,720,1549,82
398,2024-01-19 00:25:00,0,Friday,TikTok,Image,346,807,264
399,2024-01-18 13:56:00,13,Thursday,TikTok,Story,5312,278,411
400,2024-01-23 08:57:00,8,Tuesday,TikTok,Video,3439,1269,333
401,2024-01-06 18:28:00,18,Saturday,Instagram,Story,6858,1310,379
402,2024-01-05 03:09:00,3,Friday,VK,Text,7186,562,218
403,2024-01-01 19:10:00,19,Monday,Telegram,Text,3110,642,145
404,2024-01-17 15:04:00,15,Wednesday,Instagram,Image,4819,284,297
405,2024-01-25 02:19:00,2,Thursday,Telegram,Video,2468,752,296
406,2024-01-07 09:24:00,9,Sunday,Instagram,Text,1939,1849,453
407,2024-01-01 18:01:00,18,Monday,Instagram,Story,3003,95,160
408,2024-01-21 08:25:00,8,Sunday,TikTok,Text,6305,1096,228
409,2024-01-12 17:36:00,17,Friday,TikTok,Text,4495,413,233
410,2024-01-06 10:05:00,10,Saturday,Instagram,Image,5867,201,88
411,2024-01-04 15:17:00,15,Thursday,TikTok,Story,3791,1326,332
412,2024-01-14 22:16:00,22,Sunday,Instagram,Story,7570,1064,309
413,2024-01-03 07:43:00,7,Wednesday,VK,Story,3941,1363,214
414,2024-01-10 09:00:00,9,Wednesday,TikTok,Image,4448,1691,419
415,2024-01-21 09:35:00,9,Sunday,TikTok,Story,6721,116,96
416,2024-01-07 17:02:00,17,Sunday,TikTok,Story,1492,1904,212
417,2024-01-12 18:44:00,18,Friday,VK,Text,6160,631,353
418,2024-01-06 15:30:00,15,Saturday,Instagram,Text,4355,285,311
419,2024-01-14 13:31:00,13,Sunday,Telegram,Story,4400,1755,99
420,2024-01-02 03:59:00,3,Tuesday,TikTok,Video,3438,660,144
421,2024-01-03 10:26:00,10,Wednesday,Instagram,Video,5587,1631,9
422,2024-01-10 05:24:00,5,Wednesday,VK,Story,3614,565,470
423,2024-01-06 00:53:00,0,Saturday,Telegram,Video,859,1115,43
424,2024-01-14 06:48:00,6,Sunday,TikTok,Image,8721,1097,250
425,2024-01-20 09:32:00,9,Saturday,VK,Text,6893,1923,385
426,2024-01-07 13:15:00,13,Sunday,VK,Image,2559,1963,226
427,2024-01-10 05:36:00,5,Wednesday,Telegram,Text,5373,1888,397
428,2024-01-22 03:25:00,3,Monday,Instagram,Video,1818,1866,248
429,2024-01-10 04:45:00,4,Wednesday,TikTok,Video,9557,576,494
430,2024-01-21 05:24:00,5,Sunday,TikTok,Story,5523,595,492
431,2024-01-21 18:19:00,18,Sunday,Instagram,Video,1408,894,168
432,2024-01-25 11:27:00,11,Thursday,Instagram,Video,1150,138,129
433,2024-01-21 07:02:00,7,Sunday,Instagram,Story,5579,265,18
434,2024-01-19 04:51:00,4,Friday,Telegram,Story,2349,943,335
435,2024-01-26 20:20:00,20,Friday,Telegram,Text,2909,240,234
436,2024-01-19 12:06:00,12,Friday,TikTok,Video,3021,1530,491
437,2024-01-27 20:09:00,20,Saturday,Telegram,Text,4776,1170,344
438,2024-01-17 00:09:00,0,Wednesday,VK,Text,4141,872,0
439,2024-01-10 18:29:00,18,Wednesday,TikTok,Image,2517,1488,129
440,2024-01-23 15:00:00,15,Tuesday,Telegram,Video,632,1946,495
441,2024-01-23 02:43:00,2,Tuesday,Instagram,Video,9190,364,26
442,2024-01-02 23:29:00,23,Tuesday,VK,Image,8267,1657,1
443,2024-01-28 21:18:00,21,Sunday,Instagram,Text,1569,1518,249
444,2024-01-17 04:09:00,4,Wednesday,TikTok,Video,9544,1853,221
445,2024-01-25 11:37:00,11,Thursday,Instagram,Text,7392,155,434
446,2024-01-07 19:43:00,19,Sunday,Telegram,Image,9061,1992,137
447,2024-01-30 03:35:00,3,Tuesday,Telegram,Story,9125,1066,274
448,2024-01-07 15:00:00,15,Sunday,TikTok,Text,7242,269,489
449,2024-01-12 08:44:00,8,Friday,Instagram,Video,6100,96,463
450,2024-01-04 04:51:00,4,Thursday,TikTok,Story,7181,852,140
451,2024-01-20 05:03:00,5,Saturday,Instagram,Text,4749,1981,431
452,2024-01-27 20:06:00,20,Saturday,VK,Text,7031,274,255
453,2024-01-22 12:17:00,12,Monday,Telegram,Story,3524,1865,369
454,2024-01-21 06:08:00,6,Sunday,TikTok,Story,1191,1575,311
455,2024-01-18 16:31:00,16,Thursday,VK,Story,9488,401,455
456,2024-01-16 18:07:00,18,Tuesday,VK,Video,9952,241,439
457,2024-01-01 14:11:00,14,Monday,TikTok,Video,7949,910,433
458,2024-01-13 13:11:00,13,Saturday,TikTok,Text,4754,597,94
459,2024-01-05 17:53:00,17,Friday,VK,Text,360,456,172
460,2024-01-09 06:58:00,6,Tuesday,Instagram,Image,6036,1162,472
461,2024-01-25 10:35:00,10,Thursday,VK,Video,9477,1304,442
462,2024-01-19 03:44:00,3,Friday,TikTok,Text,4470,1122,422
463,2024-01-03 18:40:00,18,Wednesday,VK,Story,4401,475,404
464,2024-01-04 12:12:00,12,Thursday,Instagram,Story,7307,943,438
465,2024-01-25 15:46:00,15,Thursday,Telegram,Video,5919,1203,56
466,2024-01-20 11:54:00,11,Saturday,Telegram,Story,9158,137,497
467,2024-01-27 11:55:00,11,Saturday,VK,Image,192,1207,101
468,2024-01-29 07:30:00,7,Monday,Instagram,Text,5261,1982,168
469,2024-01-23 10:40:00,10,Tuesday,Telegram,Text,7732,1059,476
470,2024-01-27 14:24:00,14,Saturday,VK,Text,9643,582,69
471,2024-01-03 17:13:00,17,Wednesday,VK,Video,6308,520,337
472,2024-01-13 02:50:00,2,Saturday,Instagram,Story,8656,497,48
473,2024-01-17 17:47:00,17,Wednesday,TikTok,Image,5016,900,427
474,2024-01-15 10:04:00,10,Monday,VK,Video,3818,588,418
475,2024-01-15 05:31:00,5,Monday,TikTok,Text,6225,959,346
476,2024-01-27 17:34:00,17,Saturday,TikTok,Image,2024,415,4
477,2024-01-03 08:13:00,8,Wednesday,Telegram,Text,3195,1059,454
478,2024-01-09 10:41:00,10,Tuesday,TikTok,Text,6783,1116,201
479,2024-01-23 05:16:00,5,Tuesday,Instagram,Video,5281,373,201
480,2024-01-19 20:02:00,20,Friday,Telegram,Text,2638,1400,178
481,2024-01-25 04:50:00,4,Thursday,Telegram,Image,9588,1093,56
482,2024-01-19 23:50:00,23,Friday,Telegram,Text,2376,560,185
483,2024-01-20 01:52:00,1,Saturday,VK,Story,8294,1668,91
484,2024-01-20 23:21:00,23,Saturday,VK,Text,1010,301,291
485,2024-01-18 14:31:00,14,Thursday,TikTok,Video,406,798,393
486,2024-01-17 01:32:00,1,Wednesday,Telegram,Image,6675,1970,433
487,2024-01-11 15:05:00,15,Thursday,Telegram,Video,4331,1919,482
488,2024-01-07 19:37:00,19,Sunday,Instagram,Story,6128,825,226
489,2024-01-08 19:41:00,19,Monday,TikTok,Text,6758,1827,420
490,2024-01-01 06:57:00,6,Monday,Instagram,Video,6436,200,111
491,2024-01-29 20:56:00,20,Monday,TikTok,Video,9730,470,147
492,2024-01-15 03:18:00,3,Monday,TikTok,Video,972,1837,268
493,2024-01-03 06:27:00,6,Wednesday,VK,Video,1241,673,202
494,2024-01-12 22:49:00,22,Friday,VK,Story,765,1929,377
495,2024-01-17 16:52:00,16,Wednesday,Instagram,Story,8500,242,364
496,2024-01-27 17:53:00,17,Saturday,TikTok,Text,1051,483,402
497,2024-01-19 02:52:00,2,Friday,Telegram,Text,9349,1438,347
498,2024-01-08 20:58:00,20,Monday,VK,Image,4822,667,357
499,2024-01-01 06:52:00,6,Monday,Telegram,Story,4108,280,55
500,2024-01-06 05:43:00,5,Saturday,Instagram,Video,6755,1880,300
501,2024-01-29 00:35:00,0,Monday,VK,Video,6290,1167,315
502,2024-01-24 06:16:00,6,Wednesday,VK,Image,871,180,451
503,2024-01-17 08:28:00,8,Wednesday,TikTok,Video,4130,1448,184
504,2024-01-20 00:24:00,0,Saturday,Instagram,Image,7959,37,53
505,2024-01-27 21:56:00,21,Saturday,TikTok,Text,621,145,36
506,2024-01-14 02:48:00,2,Sunday,VK,Story,3455,934,210
507,2024-01-25 19:35:00,19,Thursday,Instagram,Image,1500,414,292
508,2024-01-13 03:46:00,3,Saturday,VK,Video,3823,986,269
509,2024-01-15 05:03:00,5,Monday,Instagram,Image,6679,897,350
510,2024-01-13 11:15:00,11,Saturday,VK,Text,3347,1538,219
511,2024-01-27 06:41:00,6,Saturday,Telegram,Video,1958,1274,227
512,2024-01-04 13:04:00,13,Thursday,Telegram,Text,4881,865,427
513,2024-01-25 05:51:00,5,Thursday,TikTok,Text,4164,1987,357
514,2024-01-17 02:30:00,2,Wednesday,Telegram,Image,2498,453,210
515,2024-01-06 02:37:00,2,Saturday,VK,Text,242,443,297
516,2024-01-23 13:19:00,13,Tuesday,VK,Video,5162,1261,0
517,2024-01-26 03:28:00,3,Friday,Telegram,Text,3569,518,22
518,2024-01-14 23:50:00,23,Sunday,TikTok,Text,3795,1832,447
519,2024-01-04 22:04:00,22,Thursday,Telegram,Image,817,1336,283
520,2024-01-03 00:34:00,0,Wednesday,Instagram,Text,742,43,495
521,2024-01-15 19:52:00,19,Monday,Instagram,Story,2648,1035,387
522,2024-01-10 23:57:00,23,Wednesday,Instagram,Image,8661,371,424
523,2024-01-29 20:35:00,20,Monday,Telegram,Image,3750,1228,187
524,2024-01-01 12:08:00,12,Monday,Telegram,Video,7649,615,17
525,2024-01-01 11:38:00,11,Monday,Telegram,Video,9078,1873,446
526,2024-01-28 17:54:00,17,Sunday,Instagram,Video,1049,1341,444
527,2024-01-10 16:03:00,16,Wednesday,TikTok,Video,5544,1680,48
528,2024-01-12 15:39:00,15,Friday,VK,Story,621,725,46
529,2024-01-06 03:20:00,3,Saturday,Telegram,Image,6732,259,114
530,2024-01-17 23:46:00,23,Wednesday,TikTok,Text,6148,156,38
531,2024-01-26 15:39:00,15,Friday,VK,Video,454,1379,216
532,2024-01-04 00:40:00,0,Thursday,VK,Video,1582,357,209
533,2024-01-25 11:50:00,11,Thursday,VK,Video,9939,1287,261
534,2024-01-12 21:01:00,21,Friday,TikTok,Text,7094,408,210
535,2024-01-23 10:27:00,10,Tuesday,TikTok,Video,2315,1367,52
536,2024-01-04 19:26:00,19,Thursday,Instagram,Text,4816,1209,459
537,2024-01-06 18:55:00,18,Saturday,TikTok,Image,8719,134,280
538,2024-01-15 20:04:00,20,Monday,TikTok,Image,5921,772,354
539,2024-01-26 20:59:00,20,Friday,TikTok,Image,2637,407,320
540,2024-01-17 08:56:00,8,Wednesday,VK,Story,6439,140,132
541,2024-01-22 23:47:00,23,Monday,Telegram,Text,8836,1595,448
542,2024-01-08 17:30:00,17,Monday,Instagram,Video,5019,614,263
543,2024-01-16 06:12:00,6,Tuesday,Telegram,Video,7175,901,294
544,2024-01-29 01:39:00,1,Monday,Telegram,Video,3865,831,110
545,2024-01-01 19:27:00,19,Monday,TikTok,Video,8950,911,42
546,2024-01-19 21:12:00,21,Friday,Instagram,Story,7182,954,337
547,2024-01-01 17:42:00,17,Monday,Telegram,Video,2927,1440,237
548,2024-01-13 21:00:00,21,Saturday,Telegram,Story,2158,741,378
549,2024-01-17 20:04:00,20,Wednesday,Instagram,Text,7849,1879,456
550,2024-01-15 23:05:00,23,Monday,TikTok,Image,830,343,388
551,2024-01-16 01:29:00,1,Tuesday,Telegram,Video,1932,1053,246
552,2024-01-08 18:14:00,18,Monday,VK,Image,8700,214,3
553,2024-01-16 22:05:00,22,Tuesday,Telegram,Text,6605,1636,363
554,2024-01-27 00:57:00,0,Saturday,VK,Text,7270,965,348
555,2024-01-07 11:48:00,11,Sunday,TikTok,Video,4279,364,384
556,2024-01-17 11:14:00,11,Wednesday,Telegram,Text,6399,1206,349
557,2024-01-27 11:02:00,11,Saturday,Instagram,Image,7930,1222,311
558,2024-01-07 04:44:00,4,Sunday,Instagram,Video,4902,833,172
559,2024-01-26 18:18:00,18,Friday,Telegram,Story,6157,1035,192
560,2024-01-17 22:34:00,22,Wednesday,TikTok,Video,6715,1906,2
561,2024-01-05 17:21:00,17,Friday,TikTok,Image,6862,950,277
562,2024-01-27 02:54:00,2,Saturday,Instagram,Video,5643,177,455
563,2024-01-05 16:11:00,16,Friday,Telegram,Video,8425,377,55
564,2024-01-17 09:45:00,9,Wednesday,TikTok,Image,4983,545,273
565,2024-01-13 00:57:00,0,Saturday,Instagram,Video,7150,1958,408
566,2024-01-25 12:27:00,12,Thursday,VK,Video,5059,972,175
567,2024-01-05 21:36:00,21,Friday,Telegram,Image,766,1910,115
568,2024-01-08 23:56:00,23,Monday,VK,Text,376,589,83
569,2024-01-02 01:42:00,1,Tuesday,VK,Image,981,1403,158
570,2024-01-16 01:17:00,1,Tuesday,TikTok,Video,2160,1739,285
571,2024-01-28 03:21:00,3,Sunday,TikTok,Story,2182,1629,79
572,2024-01-20 03:29:00,3,Saturday,TikTok,Story,6802,959,65
573,2024-01-17 04:42:00,4,Wednesday,Telegram,Image,9529,1470,208
574,2024-01-14 05:45:00,5,Sunday,VK,Story,258,216,9
575,2024-01-13 10:44:00,10,Saturday,Telegram,Video,5329,1082,198
576,2024-01-16 15:56:00,15,Tuesday,TikTok,Video,8056,553,58
577,2024-01-19 17:22:00,17,Friday,VK,Image,7614,1862,233
578,2024-01-20 15:35:00,15,Saturday,Telegram,Video,7903,1715,306
579,2024-01-10 14:07:00,14,Wednesday,Telegram,Text,2626,138,243
580,2024-01-30 09:48:00,9,Tuesday,Instagram,Video,8402,1480,378
581,2024-01-19 08:32:00,8,Friday,Telegram,Image,7903,623,392
582,2024-01-13 07:49:00,7,Saturday,TikTok,Text,6674,44,53
583,2024-01-29 18:59:00,18,Monday,Telegram,Text,8833,828,445
584,2024-01-19 05:36:00,5,Friday,VK,Story,1238,208,336
585,2024-01-28 23:02:00,23,Sunday,Telegram,Video,7357,1846,392
586,2024-01-26 18:00:00,18,Friday,Instagram,Image,3383,86,8
587,2024-01-01 22:04:00,22,Monday,VK,Story,7862,378,100
588,2024-01-18 20:51:00,20,Thursday,VK,Story,7996,842,407
589,2024-01-25 22:29:00,22,Thursday,Instagram,Video,2519,535,294
590,2024-01-17 12:43:00,12,Wednesday,TikTok,Video,1856,358,202
591,2024-01-14 19:10:00,19,Sunday,VK,Image,2406,515,391
592,2024-01-25 00:18:00,0,Thursday,TikTok,Story,7730,652,152
593,2024-01-05 13:48:00,13,Friday,VK,Image,6363,247,109
594,2024-01-27 10:29:00,10,Saturday,VK,Story,9267,1313,321
595,2024-01-19 14:30:00,14,Friday,TikTok,Story,5108,1610,265
596,2024-01-18 13:29:00,13,Thursday,VK,Story,5347,1465,372
597,2024-01-20 13:38:00,13,Saturday,TikTok,Video,9014,147,151
598,2024-01-20 22:30:00,22,Saturday,Instagram,Story,2670,1302,495
599,2024-01-11 18:05:00,18,Thursday,TikTok,Story,5907,1773,463
600,2024-01-15 08:12:00,8,Monday,Instagram,Story,7912,1234,82
601,2024-01-04 07:08:00,7,Thursday,VK,Text,424,1175,442
602,2024-01-15 17:53:00,17,Monday,TikTok,Video,7587,621,414
603,2024-01-07 13:15:00,13,Sunday,VK,Text,9821,1683,394
604,2024-01-03 13:49:00,13,Wednesday,TikTok,Video,5745,689,133
605,2024-01-22 01:55:00,1,Monday,Instagram,Image,2045,1952,325
606,2024-01-10 02:36:00,2,Wednesday,Instagram,Text,4586,1644,159
607,2024-01-18 16:30:00,16,Thursday,TikTok,Image,2530,1856,38
608,2024-01-30 09:44:00,9,Tuesday,Instagram,Story,3610,1864,175
609,2024-01-30 19:18:00,19,Tuesday,VK,Image,945,848,12
610,2024-01-28 06:58:00,6,Sunday,VK,Image,667,947,314
611,2024-01-30 19:56:00,19,Tuesday,Telegram,Image,2279,364,66
612,2024-01-11 04:43:00,4,Thursday,Instagram,Image,2119,587,439
613,2024-01-01 08:24:00,8,Monday,VK,Video,3419,856,247
614,2024-01-24 14:22:00,14,Wednesday,TikTok,Text,2420,1362,40
615,2024-01-24 19:39:00,19,Wednesday,Instagram,Video,1746,568,183
616,2024-01-20 10:56:00,10,Saturday,VK,Video,4009,858,34
617,2024-01-17 15:20:00,15,Wednesday,Instagram,Video,8115,1927,421
618,2024-01-24 07:51:00,7,Wednesday,TikTok,Image,3520,1264,336
619,2024-01-13 00:32:00,0,Saturday,VK,Video,456,1341,450
620,2024-01-27 05:57:00,5,Saturday,Telegram,Text,7585,1691,289
621,2024-01-02 11:05:00,11,Tuesday,Telegram,Video,3181,1752,75
622,2024-01-26 06:35:00,6,Friday,Instagram,Story,2380,1179,471
623,2024-01-16 18:20:00,18,Tuesday,TikTok,Image,4231,1185,69
624,2024-01-25 01:00:00,1,Thursday,VK,Story,5223,1824,233
625,2024-01-27 03:58:00,3,Saturday,TikTok,Text,7522,149,10
626,2024-01-15 06:39:00,6,Monday,VK,Text,2887,672,367
627,2024-01-20 02:29:00,2,Saturday,Instagram,Text,4309,30,282
628,2024-01-20 08:20:00,8,Saturday,VK,Text,6640,1287,303
629,2024-01-08 15:23:00,15,Monday,TikTok,Video,9489,73,23
630,2024-01-16 02:12:00,2,Tuesday,TikTok,Image,9570,1251,273
631,2024-01-18 22:26:00,22,Thursday,Instagram,Text,565,1105,26
632,2024-01-22 01:54:00,1,Monday,TikTok,Story,1587,999,53
633,2024-01-10 14:43:00,14,Wednesday,VK,Text,5042,171,54
634,2024-01-05 07:10:00,7,Friday,Instagram,Image,4697,139,375
635,2024-01-13 06:00:00,6,Saturday,VK,Story,4636,590,232
636,2024-01-27 16:13:00,16,Saturday,TikTok,Story,425,1960,276
637,2024-01-30 09:56:00,9,Tuesday,Instagram,Story,4262,234,442
638,2024-01-29 08:21:00,8,Monday,VK,Video,403,1791,370
639,2024-01-03 07:30:00,7,Wednesday,TikTok,Text,5167,589,417
640,2024-01-14 06:07:00,6,Sunday,TikTok,Video,5124,1487,119
641,2024-01-29 18:30:00,18,Monday,Telegram,Story,7815,992,224
642,2024-01-18 00:24:00,0,Thursday,TikTok,Video,9732,1014,57
643,2024-01-05 22:34:00,22,Friday,VK,Video,8440,1948,254
644,2024-01-10 06:03:00,6,Wednesday,Instagram,Video,2731,1417,175
645,2024-01-24 16:41:00,16,Wednesday,Telegram,Text,6491,116,53
646,2024-01-08 14:55:00,14,Monday,TikTok,Story,8387,630,145
647,2024-01-08 15:43:00,15,Monday,TikTok,Story,2469,849,258
648,2024-01-15 21:27:00,21,Monday,TikTok,Text,628,1136,151
649,2024-01-18 07:33:00,7,Thursday,VK,Video,4775,1174,384
650,2024-01-17 15:19:00,15,Wednesday,Telegram,Video,1763,586,261
651,2024-01-01 11:07:00,11,Monday,VK,Image,3464,1167,18
652,2024-01-21 15:03:00,15,Sunday,Telegram,Image,2441,208,341
653,2024-01-07 11:37:00,11,Sunday,Instagram,Image,6756,1913,370
654,2024-01-26 08:07:00,8,Friday,VK,Text,5005,519,170
655,2024-01-14 06:49:00,6,Sunday,VK,Story,8984,676,378
656,2024-01-28 22:51:00,22,Sunday,Instagram,Image,9243,88,391
657,2024-01-23 04:01:00,4,Tuesday,Telegram,Story,6050,1981,196
658,2024-01-24 03:07:00,3,Wednesday,TikTok,Story,1460,903,435
659,2024-01-19 23:55:00,23,Friday,Instagram,Story,5227,1515,72
660,2024-01-27 04:52:00,4,Saturday,TikTok,Text,5662,521,302
661,2024-01-04 08:35:00,8,Thursday,TikTok,Text,8830,259,84
662,2024-01-14 23:59:00,23,Sunday,Instagram,Text,9111,898,283
663,2024-01-27 22:50:00,22,Saturday,Telegram,Text,5877,1033,301
664,2024-01-28 20:00:00,20,Sunday,TikTok,Image,4025,608,131
665,2024-01-27 10:48:00,10,Saturday,Instagram,Video,8563,1849,119
666,2024-01-10 04:16:00,4,Wednesday,VK,Video,8101,762,215
667,2024-01-25 16:27:00,16,Thursday,VK,Video,1128,609,135
668,2024-01-22 20:31:00,20,Monday,VK,Image,6118,984,115
669,2024-01-13 00:28:00,0,Saturday,Instagram,Video,1342,492,60
670,2024-01-20 02:52:00,2,Saturday,VK,Image,9433,845,16
671,2024-01-24 20:29:00,20,Wednesday,TikTok,Image,8884,181,33
672,2024-01-04 23:13:00,23,Thursday,VK,Image,7219,878,19
673,2024-01-04 08:04:00,8,Thursday,VK,Video,9897,26,207
674,2024-01-08 00:56:00,0,Monday,TikTok,Story,4310,1768,457
675,2024-01-01 00:09:00,0,Monday,VK,Video,6506,1327,161
676,2024-01-14 08:55:00,8,Sunday,TikTok,Video,3477,403,298
677,2024-01-17 12:33:00,12,Wednesday,VK,Text,4171,1855,9
678,2024-01-21 12:28:00,12,Sunday,TikTok,Image,1540,1531,93
679,2024-01-27 07:32:00,7,Saturday,VK,Story,3726,1252,413
680,2024-01-01 16:55:00,16,Monday,TikTok,Text,284,243,370
681,2024-01-20 05:52:00,5,Saturday,Instagram,Story,5096,1423,408
682,2024-01-25 06:41:00,6,Thursday,TikTok,Story,8512,257,382
683,2024-01-06 20:15:00,20,Saturday,VK,Image,8131,1935,440
684,2024-01-17 13:13:00,13,Wednesday,VK,Video,5663,61,365
685,2024-01-03 21:18:00,21,Wednesday,Telegram,Image,3288,24,446
686,2024-01-15 02:29:00,2,Monday,TikTok,Image,9385,1357,106
687,2024-01-05 20:10:00,20,Friday,Instagram,Text,3045,450,104
688,2024-01-05 19:38:00,19,Friday,TikTok,Image,6865,1145,70
689,2024-01-15 16:48:00,16,Monday,TikTok,Video,2574,705,430
690,2024-01-15 03:44:00,3,Monday,Instagram,Story,6887,1905,83
691,2024-01-13 12:17:00,12,Saturday,TikTok,Image,8892,16,208
692,2024-01-08 04:24:00,4,Monday,Instagram,Story,9452,1596,258
693,2024-01-28 19:14:00,19,Sunday,Instagram,Image,4699,835,238
694,2024-01-07 01:02:00,1,Sunday,TikTok,Story,6374,1786,301
695,2024-01-01 06:24:00,6,Monday,TikTok,Image,4413,1278,231
696,2024-01-01 06:44:00,6,Monday,VK,Text,2318,1481,419
697,2024-01-29 10:23:00,10,Monday,VK,Story,1252,1398,281
698,2024-01-21 06:29:00,6,Sunday,Telegram,Image,156,1400,393
699,2024-01-09 20:43:00,20,Tuesday,Telegram,Image,9496,1955,417
700,2024-01-13 18:24:00,18,Saturday,TikTok,Text,243,1731,205
701,2024-01-23 15:26:00,15,Tuesday,Instagram,Text,7318,1320,263
702,2024-01-07 20:20:00,20,Sunday,Telegram,Text,8659,1995,310
703,2024-01-27 21:57:00,21,Saturday,TikTok,Story,9774,1637,346
704,2024-01-11 11:46:00,11,Thursday,Telegram,Story,6461,1139,393
705,2024-01-17 08:54:00,8,Wednesday,Instagram,Text,715,1046,184
706,2024-01-17 08:04:00,8,Wednesday,TikTok,Video,8162,1179,113
707,2024-01-03 12:36:00,12,Wednesday,Instagram,Video,6077,487,78
708,2024-01-08 13:56:00,13,Monday,TikTok,Image,9880,640,356
709,2024-01-04 08:09:00,8,Thursday,Telegram,Video,7084,724,341
710,2024-01-23 08:41:00,8,Tuesday,VK,Image,8990,1686,300
711,2024-01-10 08:16:00,8,Wednesday,Telegram,Story,5071,124,49
712,2024-01-27 22:05:00,22,Saturday,Telegram,Story,5881,518,319
713,2024-01-25 04:16:00,4,Thursday,VK,Video,1044,1185,94
714,2024-01-12 21:00:00,21,Friday,VK,Story,9214,66,257
715,2024-01-16 05:49:00,5,Tuesday,TikTok,Text,7178,391,428
716,2024-01-04 03:44:00,3,Thursday,TikTok,Text,1846,1190,350
717,2024-01-27 05:04:00,5,Saturday,Instagram,Video,5883,961,61
718,2024-01-30 17:03:00,17,Tuesday,Instagram,Video,9851,1855,141
719,2024-01-19 12:17:00,12,Friday,Telegram,Image,7007,1166,329
720,2024-01-26 03:07:00,3,Friday,VK,Story,9375,1196,221
721,2024-01-06 00:39:00,0,Saturday,Instagram,Image,8725,284,355
722,2024-01-11 01:29:00,1,Thursday,Telegram,Image,3026,1728,110
723,2024-01-30 22:45:00,22,Tuesday,VK,Text,1189,1110,103
724,2024-01-20 19:38:00,19,Saturday,TikTok,Text,3057,1870,14
725,2024-01-23 06:09:00,6,Tuesday,Telegram,Text,2712,53,269
726,2024-01-26 18:51:00,18,Friday,TikTok,Text,6147,727,158
727,2024-01-30 19:44:00,19,Tuesday,Instagram,Image,6349,1583,156
728,2024-01-06 20:27:00,20,Saturday,Instagram,Text,3859,327,26
729,2024-01-29 17:08:00,17,Monday,VK,Story,7818,543,84
730,2024-01-17 20:45:00,20,Wednesday,Telegram,Text,4363,1618,8
731,2024-01-27 03:06:00,3,Saturday,TikTok,Text,2002,1786,275
732,2024-01-30 17:28:00,17,Tuesday,VK,Text,2667,1969,226
733,2024-01-16 22:08:00,22,Tuesday,Instagram,Video,8175,1187,185
734,2024-01-14 07:58:00,7,Sunday,Instagram,Story,3094,246,78
735,2024-01-14 17:18:00,17,Sunday,Telegram,Story,5329,902,215
736,2024-01-11 14:14:00,14,Thursday,TikTok,Image,2110,526,432
737,2024-01-01 20:52:00,20,Monday,Telegram,Image,7477,1254,56
738,2024-01-28 14:44:00,14,Sunday,TikTok,Text,930,1343,143
739,2024-01-09 10:53:00,10,Tuesday,TikTok,Video,148,1631,355
740,2024-01-27 00:01:00,0,Saturday,Telegram,Image,4310,1210,330
741,2024-01-19 12:58:00,12,Friday,VK,Image,1278,1804,391
742,2024-01-11 23:01:00,23,Thursday,Telegram,Text,5868,1253,66
